736;Saarland;2011-05-15 20:00:00.000735;2011-05-15 20:00:00.000735
737;Schleswig-Holstein;2011-05-15 20:00:00.000736;2011-05-15 20:00:00.000736
738;Brandenburg;2011-05-15 20:00:00.000737;2011-05-15 20:00:00.000737
739;Mecklenburg-Vorpommern;2011-05-15 20:00:00.000738;2011-05-15 20:00:00.000738
740;Sachsen;2011-05-15 20:00:00.000739;2011-05-15 20:00:00.000739
741;Sachsen-Anhalt;2011-05-15 20:00:00.000740;2011-05-15 20:00:00.000740
742;Thuringen;2011-05-15 20:00:00.000741;2011-05-15 20:00:00.000741
743;Berlin;2011-05-15 20:00:00.000742;2011-05-15 20:00:00.000742
744;Ali Sabieh;2011-05-15 20:00:00.000743;2011-05-15 20:00:00.000743
745;Obock;2011-05-15 20:00:00.000744;2011-05-15 20:00:00.000744
746;Tadjoura;2011-05-15 20:00:00.000745;2011-05-15 20:00:00.000745
747;Dikhil;2011-05-15 20:00:00.000746;2011-05-15 20:00:00.000746
748;Djibouti;2011-05-15 20:00:00.000747;2011-05-15 20:00:00.000747
749;Arta;2011-05-15 20:00:00.000748;2011-05-15 20:00:00.000748
750;Hovedstaden;2011-05-15 20:00:00.000749;2011-05-15 20:00:00.000749
751;Midtjylland;2011-05-15 20:00:00.000750;2011-05-15 20:00:00.000750
752;Nordjylland;2011-05-15 20:00:00.000751;2011-05-15 20:00:00.000751
753;Sjelland;2011-05-15 20:00:00.000752;2011-05-15 20:00:00.000752
754;Syddanmark;2011-05-15 20:00:00.000753;2011-05-15 20:00:00.000753
755;Saint Andrew;2011-05-15 20:00:00.000754;2011-05-15 20:00:00.000754
756;Saint David;2011-05-15 20:00:00.000755;2011-05-15 20:00:00.000755
757;Saint George;2011-05-15 20:00:00.000756;2011-05-15 20:00:00.000756
758;Saint John;2011-05-15 20:00:00.000757;2011-05-15 20:00:00.000757
759;Saint Joseph;2011-05-15 20:00:00.000758;2011-05-15 20:00:00.000758
760;Saint Luke;2011-05-15 20:00:00.000759;2011-05-15 20:00:00.000759
761;Saint Mark;2011-05-15 20:00:00.000760;2011-05-15 20:00:00.000760
762;Saint Patrick;2011-05-15 20:00:00.000761;2011-05-15 20:00:00.000761
763;Saint Paul;2011-05-15 20:00:00.000762;2011-05-15 20:00:00.000762
764;Saint Peter;2011-05-15 20:00:00.000763;2011-05-15 20:00:00.000763
765;Azua;2011-05-15 20:00:00.000764;2011-05-15 20:00:00.000764
766;Baoruco;2011-05-15 20:00:00.000765;2011-05-15 20:00:00.000765
767;Barahona;2011-05-15 20:00:00.000766;2011-05-15 20:00:00.000766
768;Dajabon;2011-05-15 20:00:00.000767;2011-05-15 20:00:00.000767
769;Distrito Nacional;2011-05-15 20:00:00.000768;2011-05-15 20:00:00.000768
770;Duarte;2011-05-15 20:00:00.000769;2011-05-15 20:00:00.000769
771;Espaillat;2011-05-15 20:00:00.000770;2011-05-15 20:00:00.000770
772;Independencia;2011-05-15 20:00:00.000771;2011-05-15 20:00:00.000771
773;La Altagracia;2011-05-15 20:00:00.000772;2011-05-15 20:00:00.000772
774;Elias Pina;2011-05-15 20:00:00.000773;2011-05-15 20:00:00.000773
775;La Romana;2011-05-15 20:00:00.000774;2011-05-15 20:00:00.000774
776;Maria Trinidad Sanchez;2011-05-15 20:00:00.000775;2011-05-15 20:00:00.000775
777;Monte Cristi;2011-05-15 20:00:00.000776;2011-05-15 20:00:00.000776
778;Pedernales;2011-05-15 20:00:00.000777;2011-05-15 20:00:00.000777
779;Peravia;2011-05-15 20:00:00.000778;2011-05-15 20:00:00.000778
780;Puerto Plata;2011-05-15 20:00:00.000779;2011-05-15 20:00:00.000779
781;Salcedo;2011-05-15 20:00:00.000780;2011-05-15 20:00:00.000780
782;Samana;2011-05-15 20:00:00.000781;2011-05-15 20:00:00.000781
783;Sanchez Ramirez;2011-05-15 20:00:00.000782;2011-05-15 20:00:00.000782
784;San Juan;2011-05-15 20:00:00.000783;2011-05-15 20:00:00.000783
785;San Pedro De Macoris;2011-05-15 20:00:00.000784;2011-05-15 20:00:00.000784
786;Santiago;2011-05-15 20:00:00.000785;2011-05-15 20:00:00.000785
787;Santiago Rodriguez;2011-05-15 20:00:00.000786;2011-05-15 20:00:00.000786
788;Valverde;2011-05-15 20:00:00.000787;2011-05-15 20:00:00.000787
789;El Seibo;2011-05-15 20:00:00.000788;2011-05-15 20:00:00.000788
790;Hato Mayor;2011-05-15 20:00:00.000789;2011-05-15 20:00:00.000789
791;La Vega;2011-05-15 20:00:00.000790;2011-05-15 20:00:00.000790
792;Monsenor Nouel;2011-05-15 20:00:00.000791;2011-05-15 20:00:00.000791
793;Monte Plata;2011-05-15 20:00:00.000792;2011-05-15 20:00:00.000792
794;San Cristobal;2011-05-15 20:00:00.000793;2011-05-15 20:00:00.000793
795;Distrito Nacional;2011-05-15 20:00:00.000794;2011-05-15 20:00:00.000794
796;Peravia;2011-05-15 20:00:00.000795;2011-05-15 20:00:00.000795
797;San Jose de Ocoa;2011-05-15 20:00:00.000796;2011-05-15 20:00:00.000796
798;Santo Domingo;2011-05-15 20:00:00.000797;2011-05-15 20:00:00.000797
799;Alger;2011-05-15 20:00:00.000798;2011-05-15 20:00:00.000798
800;Batna;2011-05-15 20:00:00.000799;2011-05-15 20:00:00.000799
801;Constantine;2011-05-15 20:00:00.000800;2011-05-15 20:00:00.000800
802;Medea;2011-05-15 20:00:00.000801;2011-05-15 20:00:00.000801
803;Mostaganem;2011-05-15 20:00:00.000802;2011-05-15 20:00:00.000802
804;Oran;2011-05-15 20:00:00.000803;2011-05-15 20:00:00.000803
805;Saida;2011-05-15 20:00:00.000804;2011-05-15 20:00:00.000804
806;Setif;2011-05-15 20:00:00.000805;2011-05-15 20:00:00.000805
807;Tiaret;2011-05-15 20:00:00.000806;2011-05-15 20:00:00.000806
808;Tizi Ouzou;2011-05-15 20:00:00.000807;2011-05-15 20:00:00.000807
809;Tlemcen;2011-05-15 20:00:00.000808;2011-05-15 20:00:00.000808
810;Bejaia;2011-05-15 20:00:00.000809;2011-05-15 20:00:00.000809
811;Biskra;2011-05-15 20:00:00.000810;2011-05-15 20:00:00.000810
812;Blida;2011-05-15 20:00:00.000811;2011-05-15 20:00:00.000811
813;Bouira;2011-05-15 20:00:00.000812;2011-05-15 20:00:00.000812
814;Djelfa;2011-05-15 20:00:00.000813;2011-05-15 20:00:00.000813
815;Guelma;2011-05-15 20:00:00.000814;2011-05-15 20:00:00.000814
816;Jijel;2011-05-15 20:00:00.000815;2011-05-15 20:00:00.000815
817;Laghouat;2011-05-15 20:00:00.000816;2011-05-15 20:00:00.000816
818;Mascara;2011-05-15 20:00:00.000817;2011-05-15 20:00:00.000817
819;M'sila;2011-05-15 20:00:00.000818;2011-05-15 20:00:00.000818
820;Oum el Bouaghi;2011-05-15 20:00:00.000819;2011-05-15 20:00:00.000819
821;Sidi Bel Abbes;2011-05-15 20:00:00.000820;2011-05-15 20:00:00.000820
822;Skikda;2011-05-15 20:00:00.000821;2011-05-15 20:00:00.000821
823;Tebessa;2011-05-15 20:00:00.000822;2011-05-15 20:00:00.000822
824;Adrar;2011-05-15 20:00:00.000823;2011-05-15 20:00:00.000823
825;Ain Defla;2011-05-15 20:00:00.000824;2011-05-15 20:00:00.000824
826;Ain Temouchent;2011-05-15 20:00:00.000825;2011-05-15 20:00:00.000825
827;Annaba;2011-05-15 20:00:00.000826;2011-05-15 20:00:00.000826
828;Bechar;2011-05-15 20:00:00.000827;2011-05-15 20:00:00.000827
829;Bordj Bou Arreridj;2011-05-15 20:00:00.000828;2011-05-15 20:00:00.000828
830;Boumerdes;2011-05-15 20:00:00.000829;2011-05-15 20:00:00.000829
831;Chlef;2011-05-15 20:00:00.000830;2011-05-15 20:00:00.000830
832;El Bayadh;2011-05-15 20:00:00.000831;2011-05-15 20:00:00.000831
833;El Oued;2011-05-15 20:00:00.000832;2011-05-15 20:00:00.000832
834;El Tarf;2011-05-15 20:00:00.000833;2011-05-15 20:00:00.000833
835;Ghardaia;2011-05-15 20:00:00.000834;2011-05-15 20:00:00.000834
836;Illizi;2011-05-15 20:00:00.000835;2011-05-15 20:00:00.000835
837;Khenchela;2011-05-15 20:00:00.000836;2011-05-15 20:00:00.000836
838;Mila;2011-05-15 20:00:00.000837;2011-05-15 20:00:00.000837
839;Naama;2011-05-15 20:00:00.000838;2011-05-15 20:00:00.000838
840;Ouargla;2011-05-15 20:00:00.000839;2011-05-15 20:00:00.000839
841;Relizane;2011-05-15 20:00:00.000840;2011-05-15 20:00:00.000840
842;Souk Ahras;2011-05-15 20:00:00.000841;2011-05-15 20:00:00.000841
843;Tamanghasset;2011-05-15 20:00:00.000842;2011-05-15 20:00:00.000842
844;Tindouf;2011-05-15 20:00:00.000843;2011-05-15 20:00:00.000843
845;Tipaza;2011-05-15 20:00:00.000844;2011-05-15 20:00:00.000844
846;Tissemsilt;2011-05-15 20:00:00.000845;2011-05-15 20:00:00.000845
847;Galapagos;2011-05-15 20:00:00.000846;2011-05-15 20:00:00.000846
848;Azuay;2011-05-15 20:00:00.000847;2011-05-15 20:00:00.000847
849;Bolivar;2011-05-15 20:00:00.000848;2011-05-15 20:00:00.000848
850;Canar;2011-05-15 20:00:00.000849;2011-05-15 20:00:00.000849
851;Carchi;2011-05-15 20:00:00.000850;2011-05-15 20:00:00.000850
852;Chimborazo;2011-05-15 20:00:00.000851;2011-05-15 20:00:00.000851
853;Cotopaxi;2011-05-15 20:00:00.000852;2011-05-15 20:00:00.000852
854;El Oro;2011-05-15 20:00:00.000853;2011-05-15 20:00:00.000853
855;Esmeraldas;2011-05-15 20:00:00.000854;2011-05-15 20:00:00.000854
856;Guayas;2011-05-15 20:00:00.000855;2011-05-15 20:00:00.000855
857;Imbabura;2011-05-15 20:00:00.000856;2011-05-15 20:00:00.000856
858;Loja;2011-05-15 20:00:00.000857;2011-05-15 20:00:00.000857
859;Los Rios;2011-05-15 20:00:00.000858;2011-05-15 20:00:00.000858
860;Manabi;2011-05-15 20:00:00.000859;2011-05-15 20:00:00.000859
861;Morona-Santiago;2011-05-15 20:00:00.000860;2011-05-15 20:00:00.000860
862;Pastaza;2011-05-15 20:00:00.000861;2011-05-15 20:00:00.000861
863;Pichincha;2011-05-15 20:00:00.000862;2011-05-15 20:00:00.000862
864;Tungurahua;2011-05-15 20:00:00.000863;2011-05-15 20:00:00.000863
865;Zamora-Chinchipe;2011-05-15 20:00:00.000864;2011-05-15 20:00:00.000864
866;Sucumbios;2011-05-15 20:00:00.000865;2011-05-15 20:00:00.000865
867;Napo;2011-05-15 20:00:00.000866;2011-05-15 20:00:00.000866
868;Orellana;2011-05-15 20:00:00.000867;2011-05-15 20:00:00.000867
869;Harjumaa;2011-05-15 20:00:00.000868;2011-05-15 20:00:00.000868
870;Hiiumaa;2011-05-15 20:00:00.000869;2011-05-15 20:00:00.000869
871;Ida-Virumaa;2011-05-15 20:00:00.000870;2011-05-15 20:00:00.000870
872;Jarvamaa;2011-05-15 20:00:00.000871;2011-05-15 20:00:00.000871
873;Jogevamaa;2011-05-15 20:00:00.000872;2011-05-15 20:00:00.000872
874;Kohtla-Jarve;2011-05-15 20:00:00.000873;2011-05-15 20:00:00.000873
875;Laanemaa;2011-05-15 20:00:00.000874;2011-05-15 20:00:00.000874
876;Laane-Virumaa;2011-05-15 20:00:00.000875;2011-05-15 20:00:00.000875
877;Narva;2011-05-15 20:00:00.000876;2011-05-15 20:00:00.000876
878;Parnu;2011-05-15 20:00:00.000877;2011-05-15 20:00:00.000877
879;Parnumaa;2011-05-15 20:00:00.000878;2011-05-15 20:00:00.000878
880;Polvamaa;2011-05-15 20:00:00.000879;2011-05-15 20:00:00.000879
881;Raplamaa;2011-05-15 20:00:00.000880;2011-05-15 20:00:00.000880
882;Saaremaa;2011-05-15 20:00:00.000881;2011-05-15 20:00:00.000881
883;Sillamae;2011-05-15 20:00:00.000882;2011-05-15 20:00:00.000882
884;Tallinn;2011-05-15 20:00:00.000883;2011-05-15 20:00:00.000883
885;Tartu;2011-05-15 20:00:00.000884;2011-05-15 20:00:00.000884
886;Tartumaa;2011-05-15 20:00:00.000885;2011-05-15 20:00:00.000885
887;Valgamaa;2011-05-15 20:00:00.000886;2011-05-15 20:00:00.000886
888;Viljandimaa;2011-05-15 20:00:00.000887;2011-05-15 20:00:00.000887
889;Vorumaa;2011-05-15 20:00:00.000888;2011-05-15 20:00:00.000888
890;Ad Daqahliyah;2011-05-15 20:00:00.000889;2011-05-15 20:00:00.000889
891;Al Bahr al Ahmar;2011-05-15 20:00:00.000890;2011-05-15 20:00:00.000890
892;Al Buhayrah;2011-05-15 20:00:00.000891;2011-05-15 20:00:00.000891
893;Al Fayyum;2011-05-15 20:00:00.000892;2011-05-15 20:00:00.000892
894;Al Gharbiyah;2011-05-15 20:00:00.000893;2011-05-15 20:00:00.000893
895;Al Iskandariyah;2011-05-15 20:00:00.000894;2011-05-15 20:00:00.000894
896;Al Isma'iliyah;2011-05-15 20:00:00.000895;2011-05-15 20:00:00.000895
897;Al Jizah;2011-05-15 20:00:00.000896;2011-05-15 20:00:00.000896
898;Al Minufiyah;2011-05-15 20:00:00.000897;2011-05-15 20:00:00.000897
899;Al Minya;2011-05-15 20:00:00.000898;2011-05-15 20:00:00.000898
900;Al Qahirah;2011-05-15 20:00:00.000899;2011-05-15 20:00:00.000899
901;Al Qalyubiyah;2011-05-15 20:00:00.000900;2011-05-15 20:00:00.000900
902;Al Wadi al Jadid;2011-05-15 20:00:00.000901;2011-05-15 20:00:00.000901
903;Ash Sharqiyah;2011-05-15 20:00:00.000902;2011-05-15 20:00:00.000902
904;As Suways;2011-05-15 20:00:00.000903;2011-05-15 20:00:00.000903
905;Aswan;2011-05-15 20:00:00.000904;2011-05-15 20:00:00.000904
906;Asyut;2011-05-15 20:00:00.000905;2011-05-15 20:00:00.000905
907;Bani Suwayf;2011-05-15 20:00:00.000906;2011-05-15 20:00:00.000906
908;Bur Sa'id;2011-05-15 20:00:00.000907;2011-05-15 20:00:00.000907
909;Dumyat;2011-05-15 20:00:00.000908;2011-05-15 20:00:00.000908
910;Kafr ash Shaykh;2011-05-15 20:00:00.000909;2011-05-15 20:00:00.000909
911;Matruh;2011-05-15 20:00:00.000910;2011-05-15 20:00:00.000910
912;Qina;2011-05-15 20:00:00.000911;2011-05-15 20:00:00.000911
913;Suhaj;2011-05-15 20:00:00.000912;2011-05-15 20:00:00.000912
914;Janub Sina';2011-05-15 20:00:00.000913;2011-05-15 20:00:00.000913
915;Shamal Sina';2011-05-15 20:00:00.000914;2011-05-15 20:00:00.000914
916;Anseba;2011-05-15 20:00:00.000915;2011-05-15 20:00:00.000915
917;Debub;2011-05-15 20:00:00.000916;2011-05-15 20:00:00.000916
918;Debubawi K'eyih Bahri;2011-05-15 20:00:00.000917;2011-05-15 20:00:00.000917
919;Gash Barka;2011-05-15 20:00:00.000918;2011-05-15 20:00:00.000918
920;Ma'akel;2011-05-15 20:00:00.000919;2011-05-15 20:00:00.000919
921;Semenawi K'eyih Bahri;2011-05-15 20:00:00.000920;2011-05-15 20:00:00.000920
922;Islas Baleares;2011-05-15 20:00:00.000921;2011-05-15 20:00:00.000921
923;La Rioja;2011-05-15 20:00:00.000922;2011-05-15 20:00:00.000922
924;Madrid;2011-05-15 20:00:00.000923;2011-05-15 20:00:00.000923
925;Murcia;2011-05-15 20:00:00.000924;2011-05-15 20:00:00.000924
926;Navarra;2011-05-15 20:00:00.000925;2011-05-15 20:00:00.000925
927;Asturias;2011-05-15 20:00:00.000926;2011-05-15 20:00:00.000926
928;Cantabria;2011-05-15 20:00:00.000927;2011-05-15 20:00:00.000927
929;Andalucia;2011-05-15 20:00:00.000928;2011-05-15 20:00:00.000928
930;Aragon;2011-05-15 20:00:00.000929;2011-05-15 20:00:00.000929
931;Canarias;2011-05-15 20:00:00.000930;2011-05-15 20:00:00.000930
932;Castilla-La Mancha;2011-05-15 20:00:00.000931;2011-05-15 20:00:00.000931
933;Castilla y Leon;2011-05-15 20:00:00.000932;2011-05-15 20:00:00.000932
934;Catalonia;2011-05-15 20:00:00.000933;2011-05-15 20:00:00.000933
935;Extremadura;2011-05-15 20:00:00.000934;2011-05-15 20:00:00.000934
936;Galicia;2011-05-15 20:00:00.000935;2011-05-15 20:00:00.000935
937;Pais Vasco;2011-05-15 20:00:00.000936;2011-05-15 20:00:00.000936
938;Comunidad Valenciana;2011-05-15 20:00:00.000937;2011-05-15 20:00:00.000937
939;Adis Abeba;2011-05-15 20:00:00.000938;2011-05-15 20:00:00.000938
940;Afar;2011-05-15 20:00:00.000939;2011-05-15 20:00:00.000939
941;Amara;2011-05-15 20:00:00.000940;2011-05-15 20:00:00.000940
942;Binshangul Gumuz;2011-05-15 20:00:00.000941;2011-05-15 20:00:00.000941
943;Dire Dawa;2011-05-15 20:00:00.000942;2011-05-15 20:00:00.000942
944;Gambela Hizboch;2011-05-15 20:00:00.000943;2011-05-15 20:00:00.000943
945;Hareri Hizb;2011-05-15 20:00:00.000944;2011-05-15 20:00:00.000944
946;Oromiya;2011-05-15 20:00:00.000945;2011-05-15 20:00:00.000945
947;Sumale;2011-05-15 20:00:00.000946;2011-05-15 20:00:00.000946
948;Tigray;2011-05-15 20:00:00.000947;2011-05-15 20:00:00.000947
949;YeDebub Biheroch Bihereseboch na Hizboch;2011-05-15 20:00:00.000948;2011-05-15 20:00:00.000948
950;Aland;2011-05-15 20:00:00.000949;2011-05-15 20:00:00.000949
951;Lapland;2011-05-15 20:00:00.000950;2011-05-15 20:00:00.000950
952;Oulu;2011-05-15 20:00:00.000951;2011-05-15 20:00:00.000951
953;Southern Finland;2011-05-15 20:00:00.000952;2011-05-15 20:00:00.000952
954;Eastern Finland;2011-05-15 20:00:00.000953;2011-05-15 20:00:00.000953
955;Western Finland;2011-05-15 20:00:00.000954;2011-05-15 20:00:00.000954
956;Central;2011-05-15 20:00:00.000955;2011-05-15 20:00:00.000955
957;Eastern;2011-05-15 20:00:00.000956;2011-05-15 20:00:00.000956
958;Northern;2011-05-15 20:00:00.000957;2011-05-15 20:00:00.000957
959;Rotuma;2011-05-15 20:00:00.000958;2011-05-15 20:00:00.000958
960;Western;2011-05-15 20:00:00.000959;2011-05-15 20:00:00.000959
961;Kosrae;2011-05-15 20:00:00.000960;2011-05-15 20:00:00.000960
962;Pohnpei;2011-05-15 20:00:00.000961;2011-05-15 20:00:00.000961
963;Chuuk;2011-05-15 20:00:00.000962;2011-05-15 20:00:00.000962
964;Yap;2011-05-15 20:00:00.000963;2011-05-15 20:00:00.000963
965;Aquitaine;2011-05-15 20:00:00.000964;2011-05-15 20:00:00.000964
966;Auvergne;2011-05-15 20:00:00.000965;2011-05-15 20:00:00.000965
967;Basse-Normandie;2011-05-15 20:00:00.000966;2011-05-15 20:00:00.000966
968;Bourgogne;2011-05-15 20:00:00.000967;2011-05-15 20:00:00.000967
969;Bretagne;2011-05-15 20:00:00.000968;2011-05-15 20:00:00.000968
970;Centre;2011-05-15 20:00:00.000969;2011-05-15 20:00:00.000969
971;Champagne-Ardenne;2011-05-15 20:00:00.000970;2011-05-15 20:00:00.000970
972;Corse;2011-05-15 20:00:00.000971;2011-05-15 20:00:00.000971
973;Franche-Comte;2011-05-15 20:00:00.000972;2011-05-15 20:00:00.000972
974;Haute-Normandie;2011-05-15 20:00:00.000973;2011-05-15 20:00:00.000973
975;Ile-de-France;2011-05-15 20:00:00.000974;2011-05-15 20:00:00.000974
976;Languedoc-Roussillon;2011-05-15 20:00:00.000975;2011-05-15 20:00:00.000975
977;Limousin;2011-05-15 20:00:00.000976;2011-05-15 20:00:00.000976
978;Lorraine;2011-05-15 20:00:00.000977;2011-05-15 20:00:00.000977
979;Midi-Pyrenees;2011-05-15 20:00:00.000978;2011-05-15 20:00:00.000978
980;Nord-Pas-de-Calais;2011-05-15 20:00:00.000979;2011-05-15 20:00:00.000979
981;Pays de la Loire;2011-05-15 20:00:00.000980;2011-05-15 20:00:00.000980
982;Picardie;2011-05-15 20:00:00.000981;2011-05-15 20:00:00.000981
983;Poitou-Charentes;2011-05-15 20:00:00.000982;2011-05-15 20:00:00.000982
984;Provence-Alpes-Cote d'Azur;2011-05-15 20:00:00.000983;2011-05-15 20:00:00.000983
985;Rhone-Alpes;2011-05-15 20:00:00.000984;2011-05-15 20:00:00.000984
986;Alsace;2011-05-15 20:00:00.000985;2011-05-15 20:00:00.000985
987;Estuaire;2011-05-15 20:00:00.000986;2011-05-15 20:00:00.000986
988;Haut-Ogooue;2011-05-15 20:00:00.000987;2011-05-15 20:00:00.000987
989;Moyen-Ogooue;2011-05-15 20:00:00.000988;2011-05-15 20:00:00.000988
990;Ngounie;2011-05-15 20:00:00.000989;2011-05-15 20:00:00.000989
991;Nyanga;2011-05-15 20:00:00.000990;2011-05-15 20:00:00.000990
992;Ogooue-Ivindo;2011-05-15 20:00:00.000991;2011-05-15 20:00:00.000991
993;Ogooue-Lolo;2011-05-15 20:00:00.000992;2011-05-15 20:00:00.000992
994;Ogooue-Maritime;2011-05-15 20:00:00.000993;2011-05-15 20:00:00.000993
995;Woleu-Ntem;2011-05-15 20:00:00.000994;2011-05-15 20:00:00.000994
996;Barking and Dagenham;2011-05-15 20:00:00.000995;2011-05-15 20:00:00.000995
997;Barnet;2011-05-15 20:00:00.000996;2011-05-15 20:00:00.000996
998;Barnsley;2011-05-15 20:00:00.000997;2011-05-15 20:00:00.000997
999;Bath and North East Somerset;2011-05-15 20:00:00.000998;2011-05-15 20:00:00.000998
1000;Bedfordshire;2011-05-15 20:00:00.000999;2011-05-15 20:00:00.000999
1001;Bexley;2011-05-15 20:00:00.001000;2011-05-15 20:00:00.001000
1002;Birmingham;2011-05-15 20:00:00.001001;2011-05-15 20:00:00.001001
1003;Blackburn with Darwen;2011-05-15 20:00:00.001002;2011-05-15 20:00:00.001002
1004;Blackpool;2011-05-15 20:00:00.001003;2011-05-15 20:00:00.001003
1005;Bolton;2011-05-15 20:00:00.001004;2011-05-15 20:00:00.001004
1006;Bournemouth;2011-05-15 20:00:00.001005;2011-05-15 20:00:00.001005
1007;Bracknell Forest;2011-05-15 20:00:00.001006;2011-05-15 20:00:00.001006
1008;Bradford;2011-05-15 20:00:00.001007;2011-05-15 20:00:00.001007
1009;Brent;2011-05-15 20:00:00.001008;2011-05-15 20:00:00.001008
1010;Brighton and Hove;2011-05-15 20:00:00.001009;2011-05-15 20:00:00.001009
1011;Bristol, City of;2011-05-15 20:00:00.001010;2011-05-15 20:00:00.001010
1012;Bromley;2011-05-15 20:00:00.001011;2011-05-15 20:00:00.001011
1013;Buckinghamshire;2011-05-15 20:00:00.001012;2011-05-15 20:00:00.001012
1014;Bury;2011-05-15 20:00:00.001013;2011-05-15 20:00:00.001013
1015;Calderdale;2011-05-15 20:00:00.001014;2011-05-15 20:00:00.001014
1016;Cambridgeshire;2011-05-15 20:00:00.001015;2011-05-15 20:00:00.001015
1017;Camden;2011-05-15 20:00:00.001016;2011-05-15 20:00:00.001016
1018;Cheshire;2011-05-15 20:00:00.001017;2011-05-15 20:00:00.001017
1019;Cornwall;2011-05-15 20:00:00.001018;2011-05-15 20:00:00.001018
1020;Coventry;2011-05-15 20:00:00.001019;2011-05-15 20:00:00.001019
1021;Croydon;2011-05-15 20:00:00.001020;2011-05-15 20:00:00.001020
1022;Cumbria;2011-05-15 20:00:00.001021;2011-05-15 20:00:00.001021
1023;Darlington;2011-05-15 20:00:00.001022;2011-05-15 20:00:00.001022
1024;Derby;2011-05-15 20:00:00.001023;2011-05-15 20:00:00.001023
1025;Derbyshire;2011-05-15 20:00:00.001024;2011-05-15 20:00:00.001024
1026;Devon;2011-05-15 20:00:00.001025;2011-05-15 20:00:00.001025
1027;Doncaster;2011-05-15 20:00:00.001026;2011-05-15 20:00:00.001026
1028;Dorset;2011-05-15 20:00:00.001027;2011-05-15 20:00:00.001027
1029;Dudley;2011-05-15 20:00:00.001028;2011-05-15 20:00:00.001028
1030;Durham;2011-05-15 20:00:00.001029;2011-05-15 20:00:00.001029
1031;Ealing;2011-05-15 20:00:00.001030;2011-05-15 20:00:00.001030
1032;East Riding of Yorkshire;2011-05-15 20:00:00.001031;2011-05-15 20:00:00.001031
1033;East Sussex;2011-05-15 20:00:00.001032;2011-05-15 20:00:00.001032
1034;Enfield;2011-05-15 20:00:00.001033;2011-05-15 20:00:00.001033
1035;Essex;2011-05-15 20:00:00.001034;2011-05-15 20:00:00.001034
1036;Gateshead;2011-05-15 20:00:00.001035;2011-05-15 20:00:00.001035
1037;Gloucestershire;2011-05-15 20:00:00.001036;2011-05-15 20:00:00.001036
1038;Greenwich;2011-05-15 20:00:00.001037;2011-05-15 20:00:00.001037
1039;Hackney;2011-05-15 20:00:00.001038;2011-05-15 20:00:00.001038
1040;Halton;2011-05-15 20:00:00.001039;2011-05-15 20:00:00.001039
1041;Hammersmith and Fulham;2011-05-15 20:00:00.001040;2011-05-15 20:00:00.001040
1042;Hampshire;2011-05-15 20:00:00.001041;2011-05-15 20:00:00.001041
1043;Haringey;2011-05-15 20:00:00.001042;2011-05-15 20:00:00.001042
1044;Harrow;2011-05-15 20:00:00.001043;2011-05-15 20:00:00.001043
1045;Hartlepool;2011-05-15 20:00:00.001044;2011-05-15 20:00:00.001044
1046;Havering;2011-05-15 20:00:00.001045;2011-05-15 20:00:00.001045
1047;Herefordshire;2011-05-15 20:00:00.001046;2011-05-15 20:00:00.001046
1048;Hertford;2011-05-15 20:00:00.001047;2011-05-15 20:00:00.001047
1049;Hillingdon;2011-05-15 20:00:00.001048;2011-05-15 20:00:00.001048
1050;Hounslow;2011-05-15 20:00:00.001049;2011-05-15 20:00:00.001049
1051;Isle of Wight;2011-05-15 20:00:00.001050;2011-05-15 20:00:00.001050
1052;Islington;2011-05-15 20:00:00.001051;2011-05-15 20:00:00.001051
1053;Kensington and Chelsea;2011-05-15 20:00:00.001052;2011-05-15 20:00:00.001052
1054;Kent;2011-05-15 20:00:00.001053;2011-05-15 20:00:00.001053
1055;Kingston upon Hull, City of;2011-05-15 20:00:00.001054;2011-05-15 20:00:00.001054
1056;Kingston upon Thames;2011-05-15 20:00:00.001055;2011-05-15 20:00:00.001055
1057;Kirklees;2011-05-15 20:00:00.001056;2011-05-15 20:00:00.001056
1058;Knowsley;2011-05-15 20:00:00.001057;2011-05-15 20:00:00.001057
1059;Lambeth;2011-05-15 20:00:00.001058;2011-05-15 20:00:00.001058
1060;Lancashire;2011-05-15 20:00:00.001059;2011-05-15 20:00:00.001059
1061;Leeds;2011-05-15 20:00:00.001060;2011-05-15 20:00:00.001060
1062;Leicester;2011-05-15 20:00:00.001061;2011-05-15 20:00:00.001061
1063;Leicestershire;2011-05-15 20:00:00.001062;2011-05-15 20:00:00.001062
1064;Lewisham;2011-05-15 20:00:00.001063;2011-05-15 20:00:00.001063
1065;Lincolnshire;2011-05-15 20:00:00.001064;2011-05-15 20:00:00.001064
1066;Liverpool;2011-05-15 20:00:00.001065;2011-05-15 20:00:00.001065
1067;London, City of;2011-05-15 20:00:00.001066;2011-05-15 20:00:00.001066
1068;Luton;2011-05-15 20:00:00.001067;2011-05-15 20:00:00.001067
1069;Manchester;2011-05-15 20:00:00.001068;2011-05-15 20:00:00.001068
1070;Medway;2011-05-15 20:00:00.001069;2011-05-15 20:00:00.001069
1071;Merton;2011-05-15 20:00:00.001070;2011-05-15 20:00:00.001070
1072;Middlesbrough;2011-05-15 20:00:00.001071;2011-05-15 20:00:00.001071
1073;Milton Keynes;2011-05-15 20:00:00.001072;2011-05-15 20:00:00.001072
1074;Newcastle upon Tyne;2011-05-15 20:00:00.001073;2011-05-15 20:00:00.001073
1075;Newham;2011-05-15 20:00:00.001074;2011-05-15 20:00:00.001074
